color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,imdb_binned,genre_1,genre_2
Color,Sofia Coppola,260.0,123.0,0.0,826.0,Shirley Henderson,4000.0,15962471.0,Kirsten Dunst,Marie Antoinette ,79892,7243,Rip Torn,1.0,austria|cake|france|queen|versailles,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,USA,PG-13,40000000.0,2006.0,887.0,6.4,1.85,0,-24037529.0,Poor,Biography,Drama
Color,Barbet Schroeder,40.0,101.0,58.0,497.0,Michael Rapaport,12000.0,14942422.0,Nicolas Cage,Kiss of Death ,14226,14008,Philip Baker Hall,3.0,beard|female nudity|police brutality|stripper|woman in lingerie,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60.0,English,USA,R,40000000.0,1995.0,975.0,5.9,1.85,555,-25057578.0,Poor,Action,Crime
Color,Stephen Kay,102.0,102.0,19.0,351.0,Miranda Richardson,13000.0,14967182.0,Sylvester Stallone,Get Carter ,27305,14463,Lauren Lee Smith,1.0,affair|car crash|enforcer|funeral|murder,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284.0,English,USA,R,40000000.0,2000.0,530.0,5.1,2.35,604,-25032818.0,Poor,Action,Crime
Color,J.A. Bayona,371.0,114.0,171.0,284.0,Geraldine Chaplin,6000.0,18996755.0,Naomi Watts,The Impossible ,145270,7099,Oaklee Pendergast,0.0,christmas|resort|thailand|tourist|tsunami,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322.0,English,Spain,PG-13,45000000.0,2012.0,382.0,7.6,2.35,54000,-26003245.0,Poor,Drama,Thriller
Color,Elaine May,49.0,107.0,124.0,572.0,Warren Beatty,636.0,14375181.0,Carol Kane,Ishtar ,8692,3374,Isabelle Adjani,2.0,cia|emir|hotel|map|morocco,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,51000000.0,1987.0,631.0,4.2,1.85,754,-36624819.0,Poor,Action,Adventure
Color,Wes Anderson,335.0,87.0,0.0,563.0,Meryl Streep,13000.0,20999103.0,Bill Murray,Fantastic Mr. Fox ,139114,24770,Helen McCrory,0.0,cider|farm|farmer|fox|tale,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245.0,English,USA,PG,40000000.0,2009.0,11000.0,7.8,1.85,15000,-19000897.0,Poor,Adventure,Animation
Color,Stephen Herek,86.0,103.0,65.0,311.0,Stockard Channing,11000.0,14448589.0,Angelina Jolie Pitt,Life or Something Like It ,19364,12566,James Gammon,2.0,football|homeless man|interview|psychic|reporter,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,PG-13,40000000.0,2002.0,944.0,5.8,2.35,835,-25551411.0,Poor,Comedy,Romance
Color,John Carpenter,40.0,99.0,0.0,402.0,Michael McKean,782.0,14358033.0,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,Patricia Heaton,2.0,accident|bar|chase|cia|laboratory,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,USA,PG-13,40000000.0,1992.0,658.0,5.9,2.35,630,-25641967.0,Poor,Comedy,Romance
 Black and White,Jean-Pierre Jeunet,242.0,122.0,0.0,54.0,Jamel Debbouze,326.0,33201661.0,Mathieu Kassovitz,Amélie ,534262,809,Isabelle Nanty,0.0,cheerfulness|female protagonist|garden gnome|magical realism|waitress,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314.0,French,France,R,77000000.0,2001.0,326.0,8.4,2.35,39000,-43798339.0,Poor,Comedy,Romance
Color,Dennie Gordon,70.0,91.0,29.0,762.0,Bob Saget,976.0,14018364.0,Mary-Kate Olsen,New York Minute ,17722,3974,Riley Smith,1.0,dog|new york city|scholarship|senator|twin,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111.0,English,USA,PG,30000000.0,2004.0,799.0,4.8,1.85,849,-15981636.0,Poor,Comedy,Crime
Color,Charles Shyer,135.0,103.0,14.0,624.0,Nia Long,865.0,13395939.0,Omar Epps,Alfie ,43442,3639,Jane Krakowski,4.0,best friend|commitment|friend|limousine driver|one night stand,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146.0,English,UK,R,60000000.0,2004.0,826.0,6.2,1.85,0,-46604061.0,Poor,Comedy,Drama
Color,Ken Kwapis,125.0,107.0,42.0,171.0,Tim Blake Nelson,875.0,20113965.0,Ted Danson,Big Miracle ,15231,1702,Andrew Daly,3.0,arctic circle|reporter|small town|volunteer|whale,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,USA,PG,40000000.0,2012.0,596.0,6.5,2.35,0,-19886035.0,Poor,Biography,Drama
Color,Ulu Grosbard,54.0,106.0,22.0,613.0,Treat Williams,2000.0,13376506.0,Alexa PenaVega,The Deep End of the Ocean ,10413,4327,Jonathan Jackson,1.0,basketball|boy|italian|kidnapping a child|reunion,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,40000000.0,1999.0,642.0,6.3,1.85,579,-26623494.0,Poor,Drama,Drama
Color,William Malone,104.0,101.0,37.0,595.0,Jeffrey Combs,2000.0,13208023.0,Natascha McElhone,Feardotcom ,17309,4262,Udo Kier,1.0,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388.0,English,UK,R,42000000.0,2002.0,886.0,3.3,2.35,612,-28791977.0,Poor,Crime,Horror
Color,Paul Weitz,157.0,109.0,80.0,835.0,Salma Hayek,14000.0,13838130.0,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,35990,20503,Patrick Fugit,3.0,antidote|based on young adult novel|flyer|spider|vampire,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,40000000.0,2009.0,4000.0,5.9,2.35,0,-26161870.0,Poor,Action,Adventure
Color,Danny DeVito,78.0,89.0,0.0,500.0,Amber Valletta,1000.0,9652000.0,Justin Theroux,Duplex ,46205,3096,Harvey Fierstein,0.0,christmas|duplex|television|tenant|writer,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,40000000.0,2003.0,627.0,5.8,1.85,0,-30348000.0,Poor,Comedy,Comedy
Color,Malcolm D. Lee,88.0,100.0,92.0,706.0,Sean Hayes,1000.0,12081447.0,Bernie Mac,Soul Men ,7794,4103,Mike Epps,2.0,band|masturbation|reunion|singer|tribute,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25.0,English,USA,R,39752620.0,2008.0,760.0,6.5,2.35,866,-27671173.0,Poor,Comedy,Drama
Color,Jerry Jameson,32.0,119.0,5.0,249.0,Jason Robards,521.0,7000000.0,M. Emmet Walsh,Raise the Titanic ,2933,1883,Anne Archer,0.0,military|mineral|ocean|ship|titanic,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70.0,English,UK,PG,36000000.0,1980.0,372.0,4.7,2.35,328,-29000000.0,Poor,Action,Adventure
Color,Mic Rodgers,75.0,83.0,7.0,485.0,Daniel von Bargen,2000.0,10431220.0,Michael Jai White,Universal Soldier: The Return ,24216,4024,Xander Berkeley,0.0,combat|computer|general|military|reporter,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162.0,English,USA,R,24000000.0,1999.0,577.0,4.1,1.85,401,-13568780.0,Poor,Action,Sci-Fi
Color,Christian Alvart,219.0,108.0,22.0,61.0,Dennis Quaid,12000.0,10326062.0,Norman Reedus,Pandorum ,121432,14127,Eddie Rouse,0.0,future|mission|space|spaceship|survival,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,Germany,R,33000000.0,2009.0,2000.0,6.8,2.35,10000,-22673938.0,Poor,Action,Horror
Color,Gary Fleder,83.0,102.0,39.0,259.0,Mekhi Phifer,1000.0,6114237.0,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4.0,alien|android|bomb|future|weapon,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,USA,R,40000000.0,2001.0,1000.0,6.2,1.85,892,-33885763.0,Poor,Drama,Mystery
Color,Christian Duguay,53.0,93.0,18.0,443.0,Bridgette Wilson-Sampras,3000.0,4835968.0,Rufus Sewell,Extreme Ops ,4821,4123,Rupert Graves,0.0,commercial|extreme sports|mountain|serbian|terrorist,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82.0,English,UK,PG-13,40000000.0,2002.0,545.0,4.5,2.35,158,-35164032.0,Poor,Action,Adventure
Color,Jean-Marie Poiré,61.0,84.0,8.0,219.0,Matt Ross,545.0,4777007.0,Bridgette Wilson-Sampras,Just Visiting ,15130,1149,John Aylward,3.0,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98.0,English,France,PG-13,40000000.0,2001.0,248.0,5.8,2.35,565,-35222993.0,Poor,Comedy,Fantasy
Color,Danny Boyle,308.0,107.0,0.0,167.0,Benedict Wong,11000.0,3675072.0,Chris Evans,Sunshine ,190132,11623,Troy Garity,0.0,astronaut|earth|future|icarus|sun,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801.0,English,UK,R,26000000.0,2007.0,372.0,7.3,2.35,15000,-22324928.0,Poor,Adventure,Sci-Fi
Color,Brian Robbins,70.0,91.0,48.0,39.0,Lou Saliba,61.0,18438149.0,John Gatins,A Thousand Words ,30842,222,Greg Collins,8.0,box office flop|buddhist|liar|literary agent|magical tree,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,USA,PG-13,40000000.0,2012.0,46.0,5.9,2.35,0,-21561851.0,Poor,Comedy,Drama
Color,Marc F. Adler,41.0,94.0,0.0,379.0,Anne Bancroft,795.0,511920.0,Eric Idle,Delgo ,2458,2449,Kelly Ripa,1.0,box office flop|computer animation|one word title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,USA,PG,40000000.0,2008.0,754.0,4.4,1.85,211,-39488080.0,Poor,Adventure,Animation
Color,Pierre Morel,224.0,115.0,180.0,87.0,Mark Rylance,1000.0,10640645.0,Ray Winstone,The Gunman ,28429,1686,Jasmine Trinca,0.0,assassination|blood vomiting|death|hit squad|mercenary,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110.0,English,USA,R,40000000.0,2015.0,535.0,5.8,2.35,0,-29359355.0,Poor,Action,Crime
Color,Geoffrey Sax,66.0,93.0,13.0,173.0,Sophie Okonedo,15000.0,652526.0,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,20201,15638,Ashley Walters,3.0,14 year old|british|gadget|spy|training,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187.0,English,Germany,PG,40000000.0,2006.0,460.0,5.1,2.35,823,-39347474.0,Poor,Action,Adventure
Color,D.J. Caruso,253.0,105.0,154.0,502.0,Aaron Yoo,884.0,80050171.0,Sarah Roemer,Disturbia ,186982,2288,Jose Pablo Cantillo,0.0,binoculars|electronic tag|house arrest|neighbor|watching someone,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,20000000.0,2007.0,617.0,6.9,1.85,0,60050171.0,Successful,Drama,Mystery
Color,Iain Softley,79.0,107.0,34.0,472.0,Fisher Stevens,11000.0,7564000.0,Angelina Jolie Pitt,Hackers ,54650,13821,Lorraine Bracco,1.0,computer|computer virus|cyberpunk|fight the system|sexual fantasy,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223.0,English,USA,PG-13,20000000.0,1995.0,922.0,6.2,2.35,12000,-12436000.0,Poor,Comedy,Crime
Color,Richard Shepard,94.0,101.0,47.0,2.0,Zan Marolt,499.0,876671.0,James Brolin,The Hunting Party ,22010,504,Ljubomir Kerekes,2.0,bosnia|cia|fox|hunt|war criminal,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90.0,English,USA,R,25000000.0,2007.0,3.0,6.9,2.35,0,-24123329.0,Poor,Adventure,Comedy
 Black and White,Joel Coen,77.0,111.0,0.0,385.0,Bill Cobbs,1000.0,2869369.0,Jennifer Jason Leigh,The Hudsucker Proxy ,65474,2612,John Mahoney,2.0,art deco|board of directors|industry|mail|stock,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211.0,English,UK,PG,30000000.0,1994.0,970.0,7.3,1.85,0,-27130631.0,Poor,Comedy,Fantasy
Color,Peter Ho-Sun Chan,106.0,113.0,31.0,483.0,Takeshi Kaneshiro,5000.0,128978.0,Jet Li,The Warlords ,22897,6267,Andy Lau,2.0,assassination|blood brother|dynasty|general|stabbing a woman,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61.0,Mandarin,Hong Kong,R,40000000.0,2007.0,755.0,7.1,2.35,0,-39871022.0,Poor,Action,Drama
Color,Sergey Bodrov,30.0,112.0,44.0,533.0,Kuno Becker,1000.0,77231.0,Jay Hernandez,Nomad: The Warrior ,3322,2115,Jason Scott Lee,0.0,1800s|kazakhstan|nomad,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32.0,Kazakh,France,R,25000000.0,2005.0,580.0,6.0,2.35,265,-24922769.0,Poor,Drama,History
Color,Joon-ho Bong,488.0,126.0,584.0,398.0,Ewen Bremner,11000.0,4563029.0,Chris Evans,Snowpiercer ,181472,12286,Kang-ho Song,5.0,closed ecological system|perpetual winter|population control|revolt|train,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514.0,English,South Korea,R,39200000.0,2013.0,557.0,7.0,1.85,58000,-34636971.0,Poor,Action,Drama
Color,Bibo Bergeron,63.0,90.0,10.0,541.0,Bob Balaban,1000.0,48468407.0,Adam Goldberg,A Monster in Paris ,15790,3243,François Cluzet,0.0,belle epoque|city name in title|monster|paris france,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40.0,French,France,PG,25000000.0,2011.0,559.0,6.8,1.85,0,23468407.0,Successful,Adventure,Animation
Color,Jeff Nathanson,42.0,93.0,23.0,596.0,Glenn Morshower,2000.0,463730.0,Matthew Broderick,The Last Shot ,3789,5240,Tim Blake Nelson,10.0,fbi|movie producer|sting operation|undercover|urination,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39.0,English,USA,R,39752620.0,2004.0,894.0,5.7,1.85,89,-39288890.0,Poor,Comedy,Comedy
Color,Alex Proyas,118.0,98.0,295.0,380.0,Bai Ling,720.0,50693162.0,Michael Wincott,The Crow ,136580,2630,David Patrick Kelly,0.0,back from the dead|crime boss|crow|gothic|vigilante,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545.0,English,USA,R,23000000.0,1994.0,581.0,7.6,1.85,15000,27693162.0,Successful,Action,Drama
Color,S.S. Rajamouli,44.0,159.0,50.0,72.0,Anushka Shetty,218.0,6498000.0,Tamannaah Bhatia,Baahubali: The Beginning ,62756,554,Prabhas,1.0,ancient india|dual role|good versus evil|hindu|kingdom,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,410.0,Telugu,India,R,18026148.0,2015.0,133.0,8.4,1.85,21000,-11528148.0,Poor,Action,Adventure
Color,Robert Schwentke,214.0,107.0,124.0,100.0,Brooklynn Proulx,152.0,63411478.0,Arliss Howard,The Time Traveler's Wife ,114925,568,Michelle Nolden,1.0,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234.0,English,USA,PG-13,39000000.0,2009.0,142.0,7.1,2.35,13000,24411478.0,Successful,Drama,Fantasy
Color,Michael Lehmann,110.0,102.0,36.0,433.0,Stephen Collins,747.0,42640890.0,Colin Ferguson,Because I Said So ,32412,1930,Tom Everett Scott,1.0,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,39752620.0,2007.0,452.0,5.6,1.85,0,2888270.0,Successful,Comedy,Romance
Color,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,Paul Walker,The Fast and the Furious ,272227,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988.0,English,USA,PG-13,38000000.0,2001.0,14000.0,6.7,2.35,14000,106512310.0,Successful,Action,Crime
 Black and White,Tim Burton,370.0,87.0,13000.0,787.0,Catherine O'Hara,940.0,35287788.0,Martin Landau,Frankenweenie ,73886,4774,Atticus Shaffer,0.0,dog|life|remake by original director|science|stop motion animation,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165.0,English,USA,PG,39000000.0,2012.0,925.0,7.0,1.85,25000,-3712212.0,Poor,Animation,Comedy
Color,Joss Whedon,276.0,119.0,0.0,279.0,Sean Maher,2000.0,25335935.0,Adam Baldwin,Serenity ,242599,2853,Michael Hitchcock,0.0,alliance|cannibalism|future|operative|planet,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1594.0,English,USA,PG-13,40000000.0,2005.0,505.0,8.0,2.35,14000,-14664065.0,Poor,Action,Adventure
Color,Charles S. Dutton,76.0,110.0,534.0,511.0,Charles S. Dutton,865.0,5881504.0,Omar Epps,Against the Ropes ,5917,2972,Tim Daly,2.0,boxer|boxing|boxing arena|boxing manager|directed by co star,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,39000000.0,2004.0,534.0,5.3,2.35,177,-33118496.0,Poor,Biography,Drama
Color,Richard Lester,95.0,125.0,44.0,420.0,Robert Vaughn,593.0,60000000.0,Margot Kidder,Superman III ,49934,2329,Jackie Cooper,1.0,computer|high school|kryptonite|smallville|villain,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224.0,English,UK,PG,39000000.0,1983.0,542.0,4.9,2.35,0,21000000.0,Successful,Action,Comedy
Color,Peter Segal,211.0,113.0,88.0,785.0,Sylvester Stallone,22000.0,29802761.0,Robert De Niro,Grudge Match ,46480,36009,Oscar Gale,1.0,broke|promoter|retirement|trainer|training,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115.0,English,USA,PG-13,40000000.0,2013.0,13000.0,6.4,1.85,12000,-10197239.0,Poor,Comedy,Sport
Color,John Woo,160.0,150.0,610.0,478.0,Tony Chiu Wai Leung,755.0,626809.0,Takeshi Kaneshiro,Red Cliff ,36894,2172,Wei Zhao,4.0,alliance|battle|china|chinese|strategy,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105.0,Mandarin,China,R,553632000.0,2008.0,643.0,7.4,2.35,0,-553005191.0,Poor,Action,Adventure
Color,Andy Tennant,97.0,108.0,72.0,559.0,Mary Lynn Rajskub,982.0,127214072.0,Ethan Embry,Sweet Home Alabama ,83786,4251,Courtney Gains,1.0,alabama|divorce|divorce papers|husband wife relationship|new york city,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,USA,PG-13,38000000.0,2002.0,935.0,6.1,2.35,0,89214072.0,Successful,Comedy,Romance
Color,Robert Luketic,174.0,96.0,126.0,954.0,John Michael Higgins,18000.0,88915214.0,Gerard Butler,The Ugly Truth ,163665,22436,Eric Winter,2.0,call in|chick flick|date|hot air balloon|show producer,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169.0,English,USA,R,38000000.0,2009.0,957.0,6.5,2.35,9000,50915214.0,Successful,Comedy,Romance
Color,Jonathan Lynn,23.0,93.0,36.0,275.0,Phil Hartman,592.0,30400000.0,Austin Pendleton,Sgt. Bilko ,17810,2176,Max Casella,2.0,greenland|military|revenge|soldier|u.s. soldier,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73.0,English,USA,PG,39000000.0,1996.0,516.0,5.7,2.35,478,-8600000.0,Poor,Comedy,Comedy
Color,Robert Rodriguez,103.0,100.0,0.0,1000.0,Alexa PenaVega,12000.0,85570368.0,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,44885,18291,Emily Osment,1.0,island|mad scientist|scientist|sequel|spy,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107.0,English,USA,PG,38000000.0,2002.0,2000.0,5.1,1.85,478,47570368.0,Successful,Action,Adventure
Color,David Carson,98.0,118.0,18.0,906.0,Alan Ruck,1000.0,75668868.0,LeVar Burton,Star Trek: Generations ,60504,6427,Jonathan Frakes,0.0,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249.0,English,USA,PG,35000000.0,1994.0,946.0,6.6,2.35,0,40668868.0,Successful,Action,Adventure
Color,Kar-Wai Wong,273.0,122.0,0.0,7.0,Hye-kyo Song,643.0,6594136.0,Tony Chiu Wai Leung,The Grandmaster ,24557,943,Elvis Tsui,1.0,challenge|china|hong kong|martial arts|martial arts master,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111.0,Mandarin,Hong Kong,PG-13,38600000.0,2013.0,290.0,6.5,2.35,13000,-32005864.0,Poor,Action,Biography
Color,Francis Lawrence,279.0,120.0,508.0,1000.0,Christoph Waltz,21000.0,58700247.0,Robert Pattinson,Water for Elephants ,95367,36062,James Frain,1.0,circus|circus vargas|elephant|fear|train,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260.0,English,USA,PG-13,38000000.0,2011.0,11000.0,6.9,2.35,33000,20700247.0,Successful,Drama,Romance
Color,Steven Spielberg,22.0,60.0,686.5092123911724,501.0,Wayne Knight,23000.0,48468407.0,Joseph Gordon-Levitt,3rd Rock from the Sun             ,38383,25160,Kristen Johnston,4.0,alien|digit in title|human form|number 3 in title|talking on a rooftop,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86.0,English,USA,TV-PG,39752620.0,2002.4705167173252,967.0,7.8,1.33,0,8715787.0,Successful,Comedy,Family
Color,Yuefeng Song,4.0,88.0,0.0,46.0,Bianca Collins,76.0,48468407.0,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,2169,196,Jiao Xu,0.0,based on novel,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18.0,English,China,R,40000000.0,2014.0,47.0,6.4,2.22040305473059,0,8468407.0,Successful,Adventure,Animation
 Black and White,Norman Jewison,65.0,146.0,278.0,494.0,Vincent Pastore,18000.0,50668906.0,Denzel Washington,The Hurricane ,76016,20516,Deborah Kara Unger,0.0,african american|book|boxer|boxing|murder,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265.0,English,USA,R,38000000.0,1999.0,584.0,7.6,1.85,0,12668906.0,Successful,Biography,Drama
Color,Michael Apted,98.0,115.0,150.0,789.0,Jeff Kober,970.0,39177215.0,Bill Cobbs,Enough ,30667,3770,Billy Campbell,1.0,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234.0,English,USA,PG-13,38000000.0,2002.0,919.0,5.6,2.35,0,1177215.0,Successful,Crime,Drama
Color,David Mirkin,116.0,123.0,7.0,692.0,Anne Bancroft,931.0,40334024.0,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,3.0,bank|infidelity|millionaire|money|scam,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,35000000.0,2001.0,754.0,6.2,2.35,989,5334024.0,Successful,Comedy,Crime
Color,Andy Fickman,76.0,94.0,99.0,377.0,Daniella Alonso,598.0,71038190.0,D.B. Woodside,Paul Blart: Mall Cop 2 ,23473,3552,Eduardo Verástegui,1.0,character name in title|no opening credits|sequel|wilhelm scream,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123.0,English,USA,PG,30000000.0,2015.0,557.0,4.4,1.85,8000,41038190.0,Successful,Action,Comedy
Color,Luis Mandoki,106.0,102.0,43.0,280.0,Shirley Knight,308.0,24044532.0,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,0.0,apartment|fate|gun|love|mysterious man,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,USA,R,38000000.0,2001.0,285.0,5.6,1.85,689,-13955468.0,Poor,Drama,Romance
Color,John Pasquin,55.0,98.0,11.0,466.0,Ken Marino,854.0,22770864.0,Jim Belushi,Joe Somebody ,8433,2765,Kelly Lynch,1.0,bully|co worker|divorce|fight|karate,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85.0,English,USA,PG,38000000.0,2001.0,543.0,5.5,1.85,168,-15229136.0,Poor,Comedy,Drama
Color,Roman Polanski,172.0,133.0,2000.0,541.0,Frank Langella,40000.0,18653746.0,Johnny Depp,The Ninth Gate ,137722,42344,Lena Olin,1.0,bare butt|gnosticism|lucifer|rare book|sex,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638.0,English,Spain,R,38000000.0,1999.0,903.0,6.7,2.35,0,-19346254.0,Poor,Mystery,Thriller
Color,Michael Apted,47.0,118.0,150.0,182.0,Paul Guilfoyle,24000.0,17305211.0,J.K. Simmons,Extreme Measures ,14066,24547,Bill Nunn,0.0,cartoon on tv|doctor|emergency room|hospital|nudity,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75.0,English,USA,R,38000000.0,1996.0,210.0,6.1,2.35,352,-20694789.0,Poor,Crime,Drama
Color,Stephen Herek,107.0,105.0,65.0,108.0,Dagmara Dominczyk,628.0,16991902.0,Beth Grant,Rock Star ,34592,1265,Matthew Glave,0.0,cover band|fired from a job|heavy metal|rock star|tribute band,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191.0,English,USA,R,57000000.0,2001.0,316.0,6.2,2.35,0,-40008098.0,Poor,Drama,Music
Color,Lee Daniels,323.0,109.0,304.0,736.0,Gabourey Sidibe,940.0,47536959.0,Mo'Nique,Precious ,86955,3277,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,USA,R,10000000.0,2009.0,906.0,7.3,1.85,12000,37536959.0,Successful,Drama,Drama
Color,Ridley Scott,37.0,129.0,0.0,982.0,Jason Marsden,12000.0,10300000.0,Jeff Bridges,White Squall ,17859,16237,Ethan Embry,4.0,acrophobia|jamaica|male bonding|prostitute|tragedy,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,38000000.0,1996.0,1000.0,6.6,2.35,911,-27700000.0,Poor,Adventure,Drama
Color,John Carpenter,297.0,109.0,0.0,145.0,Richard Masur,957.0,13782838.0,Wilford Brimley,The Thing ,258078,1757,David Clennon,0.0,alien creature|alien life form|antarctica|isolation|paranoia,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911.0,English,USA,R,15000000.0,1982.0,163.0,8.2,2.35,23000,-1217162.0,Poor,Horror,Mystery
